Link,Comuna,Tipousuario,Direccion,Habitaciones,Baños,Precio,Descripcion,Titulo1,Anfitrion,Ubicacion,Fechapubli,Avisospublicados,Tipo,Estacionamiento,Avisosactivosfecha,Scrapdate
https://new.yapo.cl/inmuebles/casa-veraneo_85832963,"Coquimbo, IV Coquimbo",,,3,2,$ 70.000,"Se arrienda casa por temporada de verano, cómoda casa con 3 dormitorios, dos baños uno en suit, cocina completamente equipada, estacionamiento con techo, tv cable, wifi, lavadora, a 15 minutos caminando de la playa la herradura, 2 minutos en auto, sector seguro y familiar.",Casa veraneo,maria de los angeles sarmiento,,03-01-2023,35,Casa,2,1,{'Scrapdate': '06-02-2023'}
https://new.yapo.cl/inmuebles/cabaa-coquimbo_85832893,"Coquimbo, IV Coquimbo",,,2,1,$ 40.000,"Cabaña independiente, ambiente familiar, dos dormitorios, cama matrimonial, dos camas de 1 1/2 plazas, smart TV, baño con calefont, cocina equipada para 4 personas, estacionamiento gratis, comedor terraza, cercana a la playa la Herradura, 10 minutos en vehículo, locomoción a la puerta para el centro de Coquimbo y la ciudad de La Serena",Cabaña Coquimbo,Brigida,,03-01-2023,68,Cabaña,1,3,{'Scrapdate': '06-02-2023'}
https://new.yapo.cl/inmuebles/lindo-depto-temporada-de-verano_85612004,"La Serena, IV Coquimbo",,,3,2,$ 55.000,"Arriendo lindo departamento   Disponible 11 al 14 d enero todo febrero   Av puertas del mar, a pasos de la playa el faro y mall puertas del mar  3 dormitorios  2 baños (1 suite) Estacionamiento  Seguridad 24 hrs  Ascensor  Piscinas  Áreas verdes  3er piso  100% amoblado",Lindo depto temporada de verano,Camilo,,03-01-2023,66,Departamento,1,4,{'Scrapdate': '06-02-2023'}
https://new.yapo.cl/inmuebles/vacaciones-la-serena_85831637,"La Serena, IV Coquimbo",Anuncio Profesional,,2,2,$ 70.000,"Departamento está ubicado en primera linea a pasos de la playa, cercano a los mejores restaurantes, ferias artesanales y comercios varios. Full equipado, con 2 dormitorios (principal en suite con cama de 2 plazas, closet y TV), segundo dormitorio con camarote de 1 plaza, 2 baños (1 en suite), cocina independiente completamente amoblada y equipada, Logia con lavadora, living / comedor con TV, amplia terraza con sofa cama, con vista al mar, conexión a wifi y TV Cable.  Exterior: Control de acceso, 1 estacionamiento interior, seguridad 24/7. Consulta por disponibilidad y valores segun noches valor ref. sobre 10 noches  check-in y check-out al medio día..",Vacaciones La Serena,Inhousecoquimbo,"['lat=-29.933468551761756', 'lon=-71.28652811050415']",03-01-2023,16,Departamento,1,7,{'Scrapdate': '06-02-2023'}
https://new.yapo.cl/inmuebles/por-noche-en-avda-del-mar_85831575,"La Serena, IV Coquimbo",Anuncio Profesional,,2,2,$ 75.000,"Departamento ubicado en uno de los sectores con mayor atractivo turístico de la ciudad para que puedas disfrutar de un gran paisaje frente al mar, cercano a los mejores restaurantes de cocina internacional. Full equipado, con 2 dormitorios (principal en suite con cama de 2 plazas y closet), segundo dormitorio con cama nido superior de 1 1/2 plaza e inferior de 1 plaza, 2 baños (1 en suite), cocina concepto abierto completamente amoblada y equipada, living / comedor, amplia terraza con amoblado y vista al mar. Exterior: Piscina con olas, piscina con bar, Piscina temperada, jacuzzi, sala de eventos, sala de cine, sala de juegos (mesa de pool y taca-taca) gimnasio, control de acceso, 2 ascensores por torre, lavandería, zona de quinchos, 1 estacionamiento interior, seguridad 24/7. Consulta por disponibilidad y valores según cantidad de noches, valor sobre 8 noches. check-in y check out al mediodía.",Por noche en Avda. del Mar,Inhouse Gestion Inmobiliaria,"['lat=-29.931953020428317', 'lon=-71.28324508666992']",03-01-2023,16,Departamento,1,7,{'Scrapdate': '06-02-2023'}
https://new.yapo.cl/inmuebles/departamento-la-serena_75950250,"La Serena, IV Coquimbo",,Avenida Puerta del Mar 0398 ,2,2,$ 50.000,"Acogedor Departamento ubicado en La Serena con EXCELENTE UBICACIÓN, en zona de seguridad de Tsunami, barrio residencial y tranquilo, a pasos del Mall Puertas del Mar, del Líder, Universidades y a pocas cuadras del Faro de La Serena.  El departamento se encuentra amoblado, y cuenta con 2 habitaciones, 2 baños , ascensor, piscina , juegos infantiles + estacionamiento privado y áreas verdes.  El departamento cuenta con 2 dormitorios y 2 baños equipados, además cuenta con cocina y comedor amoblados. VALORES: 15 diciembre al 14 de marzo (temporada alta) $50.000 15 de marzo a 14 de diciembre (temporada baja) $32.000 Una noche, feriados, festivos y meses de septiembre y julio $40.000 -  Margarita Canessa C",Departamento La Serena,Margarita Canessa,"['lat=-29.9002276', 'lon=-71.2644582']",03-01-2023,10,Departamento,1,1,{'Scrapdate': '06-02-2023'}
https://new.yapo.cl/inmuebles/departamento-con-vista-al-mar_84484210,"La Serena, IV Coquimbo",,,3,2,$ 60.000,"Temporada Primavera Verano. Espectacular vista panorámica al mar. Recibe 4 personas. turistas, ejecutivos, viaje de trabajo. 1 Cama King 1 cama 1ndividual 1 cama individual WIFI Libre de congestión vehicular. Fuera de la zona de inundación. 1 estacionamiento con vigilancia las 24 horas. Con Piscina Ascensor Muy tranquilo.  Celular",Departamento con Vista al Mar,Ana Maria Fuentes Castillo,,03-01-2023,9,Departamento,1,1,{'Scrapdate': '06-02-2023'}
https://new.yapo.cl/inmuebles/depto-playa-la-herradura-en-primera-lnea_85402666,"Coquimbo, IV Coquimbo",,,1,1,$ 45.000,"Arriendo por enero y febrero, Condominio Bahía Horizonte con todos los servicios activos, piscina, juegos infantiles, acceso directo a la playa, conserjería 24 hrs. Piso 18, depto amoblado con terraza",Depto Playa La Herradura en primera línea,Marcia Montaño Pasten,,03-01-2023,10,Departamento,1,1,{'Scrapdate': '06-02-2023'}
https://new.yapo.cl/inmuebles/alojamiento-habitacin_85827234,"La Serena, IV Coquimbo",,,,,$ 30.000,"Habitaciones con baño privado temporada verano enero y febrero, estacionamiento, wifi, tv cable, cercano a supermercados mall y termina de bus",Alojamiento Habitación,Gabriel barraza,,03-01-2023,103,Habitación,,1,{'Scrapdate': '06-02-2023'}
https://new.yapo.cl/inmuebles/departamento-temporada-veranos_85827037,"La Serena, IV Coquimbo",,,2,2,$ 65.000,"Departamento a pasos de la playa capacidad hasta para 5 personas , cuenta con piscina Quincho y lavandería disponible desde el 21 de enero en adelante",departamento temporada veranos,Luiggina. Venegas,,03-01-2023,4,Departamento,1,1,{'Scrapdate': '06-02-2023'}
